11,北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,C轮,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181024/8695eb9181186c61fd5cecdaca0fb911bcde9c5f01a8313532f8bf8d019f08ac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,文女士,30-60K,Java研发专家
12,北京 海淀区 马连洼,神州信息,1000-9999人,已上市,计算机软件,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180403/183e282adf4c75a1769b2daaf7e12aa2cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘顾问,高女士,12-16K,Java
13,北京 海淀区 学院路,宇信科技,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190322/88209e22180a63134d8c824f53df7287e44a871aac62c0066902a614038de052_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,赵女士,11-13K,Java开发
14,北京 海淀区 魏公村,北京理工新源,100-499人,不需要融资,互联网,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180316/0c121fbf5fa0ce05133a4ca21727784e32ded226dc2857712b60608067471cc3_s.jpg?x-oss-process=image/resize,w_40,limit_0",架构师,周先生,15-28K,Java
15,北京 朝阳区 国贸,文思海辉,10000人以上,已上市,计算机软件,大专,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160503/dda8e67c7d67aa715966a897315c29108c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘专员,薛女士,13-24K,JAVA项目经理
16,北京 海淀区 上地,网易,10000人以上,已上市,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180402/9206403f512858baa939705e26bbcdec56efec49f738ddd1501cdb933c8b7cce_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,马先生,35-55K,java架构师
17,北京 丰台区 科技园区,智帆金科,20-99人,B轮,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_7.png?x-oss-process=image/resize,w_40,limit_0",招聘主管,董先生,15-30K,Java
18,北京 朝阳区 太阳宫,Boss直聘,1000-9999人,D轮及以上,人力资源服务,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190613/770adc1c65c80253c43001f722c18943cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,杨女士,35-65K,Java架构师
19,北京 朝阳区 朝阳门,东华博雅,1000-9999人,不需要融资,计算机软件,大专,5-10年,"https://img.bosszhipin.com/beijin/upload/avatar/20190611/8052cde72d6a6b05d966d18383eea7ec4a7a6d9c4e3138e50ac4702beef6a71f_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,潘女士,15-22K,高级java
20,北京 朝阳区 望京,ASDC,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190228/3f4bf8881078efedcc8c1e1de99819f084ca2d6177358dac01448d55ca3bde66_s.png?x-oss-process=image/resize,w_40,limit_0",招聘助理,徐女士,12-18K,java工程师
21,北京  ,奥琦玮,1000-9999人,C轮,计算机软件,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",招聘者,张先生,20-21K,Java
22,北京 朝阳区 十里堡,VIPKID,10000人以上,D轮及以上,移动互联网,本科,1年以内,"https://img.bosszhipin.com/boss/avatar/avatar_5.png?x-oss-process=image/resize,w_40,limit_0",java,赵先生,15-25K,Java高级工程师
23,北京 朝阳区 来广营,北京尚德机构,10000人以上,已上市,在线教育,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190506/b2f37e35384306681bd28cb1c2572ae5aac4aae85cde64e9a5f5a9ff822d87ab_s.png?x-oss-process=image/resize,w_40,limit_0",HRBP,梁女士,14-28K,java开发
24,北京 海淀区 上地,艾融软件,500-999人,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190718/7e3548720edbaf65eb47390c218b165ad6eedcf3da351aef0e2f873c9edd32b4_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘专员,杨女士,10-15K,java工程师
25,北京 朝阳区 望京,松果出行,1000-9999人,C轮,移动互联网,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_5.png?x-oss-process=image/resize,w_40,limit_0",招聘者,吴先生,45-65K,Java架构师
26,北京 朝阳区 高碑店,一起智能,20-99人,A轮,文化/体育/娱乐,学历不限,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180508/08167492bfde81a61c8892c4f444974e2d876b97167f513bc5eedd3e4d516755_s.jpg?x-oss-process=image/resize,w_40,limit_0",总经理助理,李女士,15-18K,Java
27,北京 海淀区 上地,小米科技有限责任公司,10000人以上,已上市,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180613/21ea09d419d68946c5d8a5e424ef2b9a3bb793174e34437005c3581c60170f41_s.jpg?x-oss-process=image/resize,w_40,limit_0",,,22-35K·14薪,Java 研发工程师
28,北京 大兴区 亦庄,爱回收,1000-9999人,D轮及以上,互联网,本科,3-5年,"https://img2.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",技术经理,吴先生,15-30K,JAVA软件工程师
29,北京  ,弗恩天下,0-20人,未融资,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180927/b60ebeea2b865274320f96330b5c226e0b8224d583786cd44ee8a1244221c37d_s.jpg?x-oss-process=image/resize,w_40,limit_0",经理,齐女士,10-20K,Java
